ID,TARGET
1054,0.1634564146389231
2049,-0.22055777069824603
1924,0.4552262671987506
297,-0.23458574432584067
1101,0.23601415013034355
1520,0.26380075511970685
1546,0.33872431322998064
1069,0.07607512751089716
1323,0.08604358058882253
1618,0.05546168872972017
1507,-0.3670614509962553
819,-0.19049787615595115
918,0.31495007457336716
283,0.7060222235861624
158,1.2677516184379565
1821,0.15532095826829845
1263,0.06385566283240343
240,-0.829405139571667
1897,0.14734706490913047
964,0.0038255741323589276
519,0.8586246043106002
1199,-0.09374629170548052
1482,-0.14985315026378296
1104,0.041194992611347486
971,0.00983115100133422
583,-0.0649771582167038
1715,0.09557566199815619
2004,0.27859628914880885
2129,-0.15267881432048694
837,-0.6836784842878035
1866,0.20220247839319425
902,-0.08374860898162284
1059,-0.1255423032778182
1659,0.32926190232892694
1409,0.09711182484294864
304,0.5115520466799461
1834,0.2264545111822205
269,-0.22096831698715025
970,0.14547953853140186
935,0.3495168571819536
606,-0.0588048229696968
732,-0.11447261726650815
518,0.9725139159193212
1499,0.40265926370738825
1802,0.014364434782726754
1675,-0.41366366444793745
2094,0.1541366256321366
1813,0.34129544874607864
315,1.031544652957215
541,1.4140014296373802
1106,0.15765255520057925
1119,-0.02845596796604874
2013,-0.062428174357072375
464,0.4774669836773774
2076,0.43307529164019065
760,-1.5699936028985215
415,0.3865515491162276
8,-0.8756756378326348
1113,-0.08165035438371485
1709,-0.2992630065389028
99,0.16408145828909065
936,0.1580411775148807
1560,0.06732635382451413
263,-0.31023573884941547
955,0.38737806725500745
912,1.047716060174395
114,1.0545265614905108
1432,-0.06364787273819561
254,-0.07582587083913306
1493,0.03620638803677559
549,0.3646911691432112
1052,-0.05501870832194161
1742,0.12488012695345965
2107,0.0852356800707263
1811,0.3472841448845045
21,-0.576269824694002
526,1.166533907482874
128,0.2076720273991668
612,0.43557142384166536
2089,-0.38010271285891173
739,0.9595758637523507
603,0.8538044458653749
348,0.6445080076421017
1971,0.2067239304800198
1527,-0.05785562430090391
1870,-0.5422699883570354
478,-0.46527748637044253
175,-0.8026460135793582
1536,0.2543810143825991
496,0.17010184871713485
1955,0.4126115079250271
2118,-0.18748672259765617
840,-1.1312635882008335
1305,-0.1063724713014394
1988,0.16233102384065112
1767,0.37191094215930587
70,0.14389056909938075
759,0.7623289651148288
303,-0.014148767662248263
2021,-0.15730085541861363
119,-0.35374771420165063
1712,0.059715152672129956
1940,0.19417314734169913
2141,0.09013630683097644
2010,-0.07975075359258219
