ID,TARGET
111,0.5322232541740599
800,0.04999409762652031
831,0.14917101337215422
779,0.0009549622841440369
841,0.04516199364943947
496,0.34652905535630996
871,-0.12133170004896479
520,-0.10128772994944284
777,0.25001124396091
652,0.08426994578285245
627,-0.6645277374879951
199,0.363500223354939
583,0.028041061930063848
193,-0.29499484201618964
198,0.2802919100659381
499,0.17066742482672112
46,0.26072146631324405
839,0.17498359066772567
269,0.09989043184530177
670,0.6560182446962846
2,-0.19819395869508855
285,0.23864226261189395
112,-0.21722265091269058
58,0.13904499430271433
192,-0.8482874903961397
357,0.0004698954811502759
19,0.08836211034736531
682,0.7166882361474317
98,0.1208131519259488
32,0.32308145174504194
38,0.3579105623143254
394,-0.17697976473955443
239,0.17064406968419404
888,0.1532802983030355
430,0.03693656536771654
419,0.2796742073874315
850,-0.11616245651650987
470,-0.008834179879548692
490,-1.1668953492629766
62,0.31737020129538884
391,0.05282576050296008
322,0.2111776714611684
171,-0.654685393375591
107,0.10215920970057801
114,-0.2037402216142842
342,0.3555589182131949
370,0.32537031067437694
39,0.5077254430395625
49,0.12231475174341717
853,0.10998903643673272
480,0.3215899988548421
563,0.1598804140961715
487,0.24885312452610125
765,-0.8437105666849464
656,0.3169678047042984
928,0.4463075719973923
119,-0.18533426510428425
275,0.35043914261653103
861,-0.010142537150689242
101,0.23553602436740878
832,0.08336244895267515
642,-0.2274550093708755
927,-0.47845566185319904
819,-0.049792574638243735
258,0.34288545334527915
634,0.25928321754858036
597,0.21378672047384403
205,-0.4554815506234548
594,-0.06114920437499129
677,0.3473153789343736
433,-0.3023004675958307
493,0.13351477817446536
379,-0.2959660927254215
435,0.050427072350520775
92,0.26575778087922397
548,0.13966122593436142
310,0.11890924529904638
330,-0.15592580785336302
724,-0.19859212201155957
715,-0.9786273684278685
535,0.17910794017151188
616,0.024920798299331533
400,0.24814892842284325
215,0.4278507755408093
465,-0.10799052997222251
565,0.13438342826355604
739,0.41807462373250254
319,0.2663809400899101
686,0.07055638884064741
772,-0.07310214869647468
516,-0.17061767493373775
71,0.2857624775961635
214,0.3368280703758271
113,-0.1910067952585003
858,0.057920979882280524
635,0.08899139874787626
268,0.4492297672144946
618,0.17501480595783833
241,-0.423819944124351
189,0.10204103004388143
681,-0.1770957473942513
347,0.04359264337655544
522,-0.07984600317693827
212,-0.8775255634168339
509,0.3503261157516193
534,0.084963135583108
154,-0.10957050351726316
780,-0.012255743283867818
694,-1.047409724991535
543,0.10716971636934602
66,0.14616517050495964
407,-0.046508060258983505
788,-0.039768368402011464
666,-0.03518840018204942
306,0.05639398314437705
857,0.14967516531492392
187,0.15856829664925454
169,-0.3632569042176971
398,-0.7812278788270159
97,0.18027962614292545
438,0.4432579128332785
820,0.06248422604742711
659,0.29116693082819955
899,0.11510293298938115
809,-0.007286543545693211
722,-0.6928015649923456
844,0.07820906501403642
130,-0.5687764136487097
580,0.2659392659787933
147,0.35532355814395944
79,0.09267682831873778
542,0.04892201322260724
254,0.03556567872091429
891,0.15446762021300214
360,0.037563445787242467
311,-0.017079712511845875
864,0.2687182225800736
478,-0.4537421445672267
624,0.23228896089435214
576,0.16376294034627867
455,0.027928746823270706
321,0.3558802074664372
806,-0.11788684194033708
248,0.04366093955457952
292,-0.41984178869590194
18,0.057443386037170495
753,0.2842669001493264
245,-0.1876322286127141
333,0.004581508709774504
805,-0.8466407237044683
291,-0.2115684768582326
481,0.21301174385714566
164,-0.48460158816235693
746,-1.3834266597890548
860,0.010477114966437526
457,-0.10896857560426143
901,0.3280397561360277
757,-0.0540269085177578
517,-0.5510539283614616
350,-1.1551113856872044
110,0.33810921928885607
915,-1.1036284927350788
136,0.21011045866939265
138,0.09747956004498613
72,0.016798959200874854
134,0.07580552581007094
639,-0.24824399707388972
81,0.2668561474229333
313,-0.7601904831378352
456,0.6708960766168112
648,-0.49293333182167015
402,0.014257449768947997
158,0.4865634585711846
690,0.6357519313210396
42,0.5617426005787421
159,0.2526893307776751
298,0.17124145267789573
845,0.07146912515836311
303,0.29470036248154374
401,0.21229189560301914
869,-0.4005582727925823
227,0.47865884521261826
710,-0.6821344122002453
506,-0.04778695798214006
53,0.0930411133952539
28,0.00826453729513523
462,0.028293621335370334
637,0.3284827006901884
100,-0.3109372626429293
388,0.0732876491456288
332,0.11302802188046665
485,0.14428097336345602
377,-0.07271504230479961
744,0.06911779070792808
851,0.007361183957433834
340,0.1396647480170335
289,0.4369761800324322
55,0.009913586241192424
498,0.21109036128692743
45,0.2867356077368979
613,0.0021236529057572368
917,-0.22534141785553558
219,-0.01260467156605374
54,0.03754536428341265
919,0.06527680360409549
10,0.14712056308057647
202,-0.5246928785635758
77,-0.05335167826273694
801,-0.030311733237073635
170,-0.3742445558559501
910,0.21069975321709772
556,0.06521234570396275
581,0.18255668782032392
451,-0.35519912107508345
866,-0.0001800301228306045
834,-0.08648166073342153
662,0.3268803216671934
529,-0.34639850728113225
356,-0.0808231226952596
735,-0.5978297456306445
421,-0.3803849402603748
163,-0.5419155430014048
918,-0.020957740257473496
396,-0.044376702548384994
896,0.2130628298281272
643,-0.2469907773701384
929,0.13620027385639283
526,-0.1130613428842435
895,-0.08259975423730664
521,-0.04888741926233904
693,-0.8155337311347763
884,-0.02352396207247806
561,0.1550754968956594
503,0.2903655699010359
362,0.249993760699176
409,0.25723846663499506
132,0.09659833692625111
894,-0.014252442233013585
94,0.20003402333166345
175,-0.3504966699245613
57,0.26549483894685294
523,0.20846596384421381
178,0.33171872289435705
361,0.24998904195845012
761,-0.6322230709184813
813,-0.05839019781212231
783,0.11932532503766094
26,0.22915133843752405
328,0.07360743729914879
68,0.06557177907155307
386,0.2512516646000631
376,0.10805447779401067
663,0.1410173447479512
266,0.04781435431517882
600,-0.6747421326091018
892,-0.7009103497982311
304,0.0859694394608029
144,0.03129398314652705
233,-0.2308460520208692
787,-0.24688952030741143
632,-0.5749864702632419
314,0.2703964858627762
837,-0.06563215848775553
859,0.08678906503487445
631,-0.5461790266998394
207,-0.2034295217485053
574,0.07178161776623422
711,-0.1946773202262153
755,0.16890271516644945
767,0.15598160381357812
473,0.03852537224202491
488,0.29480273592604467
833,0.026967818981340784
312,0.027978973645894016
343,0.26993358866704387
380,0.19487077729636101
560,0.09265898076376193
84,0.20241650429620042
21,0.011429663066418874
116,0.17851269357401883
436,-1.1636799374488922
836,0.36494175059108275
605,0.11197897013987401
572,0.27900447607829787
612,0.1633057060915116
300,0.03499840424727868
847,0.007210829692437396
843,0.09839125914039548
195,0.027691711650434565
551,0.1327733456305341
497,0.2480886703536052
272,0.3187039969801544
365,0.293177326754664
489,-1.0100690013543479
50,0.13625196518143817
546,-0.06495317426772197
646,-1.7826139878974154
854,0.07924932037047454
905,-1.2891250913508538
587,-0.6979538147578094
579,0.15336530635829
825,0.05313594044342612
286,-0.2180572462767055
661,0.33238864234896137
889,0.07107865521192558
