ID,FR_CONSUMPTION,FR_DE_EXCHANGE,FR_NET_EXPORT,FR_GAS,FR_COAL,FR_HYDRO,FR_NUCLEAR,FR_SOLAR,FR_WINDPOW,DE_LIGNITE,FR_RESIDUAL_LOAD,FR_RAIN,FR_WIND,FR_TEMP,GAS_RET,COAL_RET,CARBON_RET,FR_CONSUMPTION_prev_day,FR_DE_EXCHANGE_prev_day,FR_NET_EXPORT_prev_day,FR_GAS_prev_day,FR_COAL_prev_day,FR_HYDRO_prev_day,FR_NUCLEAR_prev_day,FR_SOLAR_prev_day,FR_WINDPOW_prev_day,DE_LIGNITE_prev_day,FR_RESIDUAL_LOAD_prev_day,FR_RAIN_prev_day,FR_WIND_prev_day,FR_TEMP_prev_day,GAS_RET_prev_day,COAL_RET_prev_day,CARBON_RET_prev_day
933,0.8816034382883948,0.3494418469234387,1.3368661088717015,-0.3447618256620023,-0.776396263043186,0.5541550994588599,1.2839557254498395,-1.2350341824845283,2.4361780153219423,0.0502274423365035,0.4270226730540911,2.1275803367518464,0.1239745402332969,1.8357610858377416,-0.3552962645107962,-0.3014486295597979,-0.2208304112799956,0.9467856032608036,-2.062956519934362,-0.6202481750188077,-0.3886136008057928,-0.777920468543472,0.0905129072152078,1.23811089203646,-1.2424891340666948,2.739400769940366,-0.8875161774912254,0.4228265919229705,1.18332221712461,0.6586587363831332,1.5331687420805904,-0.5097199921546032,0.1007401950257469,-0.235451999239329
934,0.8136511313269796,0.3494418469234387,1.3368661088717015,-0.0974212978437812,-0.7780255861641814,0.8319058765690773,1.386685193822116,-1.100344348302251,0.8012230380274423,0.2963334584801857,0.7020815328084912,0.9677259778647588,-0.6084438431625847,1.6053090868305813,0.3173212115738881,0.0506294030341798,-0.5512008622234696,0.8816034382883948,-2.062956519934362,-0.6202481750188077,-0.3447618256620023,-0.776396263043186,0.5541550994588599,1.2839557254498395,-1.2350341824845283,2.4361780153219423,0.0502274423365035,0.4270226730540911,2.1275803367518464,0.1239745402332969,1.8357610858377416,-0.3552962645107962,-0.3014486295597979,-0.2208304112799956
935,1.2696557495709526,0.3494418469234387,1.3368661088717015,0.7261369719038568,-0.1211981331616324,0.690617790250277,1.5578437300486183,-1.179316764502888,0.3223778593442269,1.091600955650951,1.2642961645418676,0.9623636562675822,-0.3649239068270188,0.4568970120237406,0.0789962805655022,-0.6067719201679189,0.2703588677645768,0.8136511313269796,-2.062956519934362,-0.6202481750188077,-0.0974212978437812,-0.7780255861641814,0.8319058765690773,1.386685193822116,-1.100344348302251,0.8012230380274423,0.2963334584801857,0.7020815328084912,0.9677259778647588,-0.6084438431625847,1.6053090868305813,0.3173212115738881,0.0506294030341798,-0.5512008622234696
936,1.3911076144369716,0.3494418469234387,1.3368661088717015,0.9632349113595464,0.3273282426432129,0.9327718014019448,1.76098030576445,-1.0543628745510525,-0.1585978010807498,0.9637114863927356,1.486483272547208,0.55544560858811,-0.98539571023921,-0.2981261503548096,-0.2367396420732594,0.6162774854969216,0.7871533079495213,1.2696557495709526,-2.062956519934362,-0.6202481750188077,0.7261369719038568,-0.1211981331616324,0.690617790250277,1.5578437300486183,-1.179316764502888,0.3223778593442269,1.091600955650951,1.2642961645418676,0.9623636562675822,-0.3649239068270188,0.4568970120237406,0.0789962805655022,-0.6067719201679189,0.2703588677645768
937,1.2763277146641443,0.3494418469234387,1.3368661088717015,1.1164386376819904,0.6587956360260948,0.7562153791866677,1.85440844080156,-1.0062394930691565,-0.2770551735523287,1.3694696066873455,1.3917071843339293,0.0365720500787472,-0.7845653631728065,0.5131672817964349,-0.4353961666189106,0.5562075934872565,0.131571590305972,1.3911076144369716,-2.062956519934362,-0.6202481750188077,0.9632349113595464,0.3273282426432129,0.9327718014019448,1.76098030576445,-1.0543628745510525,-0.1585978010807498,0.9637114863927356,1.486483272547208,0.55544560858811,-0.98539571023921,-0.2981261503548096,-0.2367396420732594,0.6162774854969216,0.7871533079495213
938,1.3828829218877683,0.3494418469234387,1.3368661088717015,1.3085038186803073,1.0464378859160683,0.871241692465076,1.8507320296849905,-0.9833461156358612,-0.7038329310446834,1.3845924181569669,1.590332986176369,-0.1709215981610794,-0.8513696814122521,0.1288824717968258,-0.1990622454568303,-0.3490156186348159,-0.3576178498672209,1.2763277146641443,-2.062956519934362,-0.6202481750188077,1.1164386376819904,0.6587956360260948,0.7562153791866677,1.85440844080156,-1.0062394930691565,-0.2770551735523287,1.3694696066873455,1.3917071843339293,0.0365720500787472,-0.7845653631728065,0.5131672817964349,-0.4353961666189106,0.5562075934872565,0.131571590305972
940,1.5765871009154695,0.3494418469234387,1.3368661088717015,0.6995337688400123,-0.3173160781191191,0.7873151796799075,1.5938469311161685,-1.183433678063189,2.085411878676844,0.3993798858309543,1.19337881668562,1.141601295207955,-0.2983300464292017,0.1432713230190782,-0.3577426900609192,-0.3002980622713997,-1.3257762251680745,1.508217557987347,-2.062956519934362,-0.6202481750188077,1.284999586867892,1.1546144293880891,0.9923818576682316,1.6954852332713093,-0.9677407878836396,-0.8102923273916061,1.233357995718744,1.736401412917976,-0.211099601428453,-1.019282313625094,-0.0620236005018984,0.3193466661158543,0.2012227424938822,1.046748112516383
942,1.0687785412525983,0.3494418469234387,1.3368661088717015,0.4228107313628254,-0.7776997215399823,2.0195089810257905,1.7562550012139757,-1.3072748886744032,0.2160995970725147,0.8675814981562276,1.097147559914981,0.9323085875619744,-0.067636029769886,1.617985889281895,0.0,-0.9148615385477528,-0.175793739165499,0.9397459370645316,-2.062956519934362,-0.6202481750188077,-0.1345911937133584,-0.7789821565126367,1.5467718024478032,1.5486652519897155,-0.6466215301801678,2.0051651706425235,0.3805544298013049,0.5392457239964977,-0.3314517370758463,0.2701981888956677,2.1125469721712564,-0.2828892115027197,1.964769230954388,-0.7908779353035993
944,1.14033927251056,0.3494418469234387,1.3368661088717015,0.367606421133212,-0.4490810156783245,1.7751822786942535,1.5772231591108097,-0.9077673714241208,0.308667734937224,-0.7057932840463645,1.1228850301817737,-0.5724151830080134,-1.1193129095440408,0.9799372671170667,-1.3807250336935106,-0.3894955065104291,-0.6864294437850652,1.2460962063549583,-2.062956519934362,-0.6202481750188077,1.394444773571302,-0.3973631462893105,2.429250747313044,1.9696387637897537,-1.1166172836588455,-0.5675424775970249,1.257627033103256,1.4337960052983054,2.304433880032805,-0.8450392061752587,0.7831331154329231,-0.0811313151753761,-0.6386208791810615,-0.1046486247359
945,1.171245217039903,0.3494418469234387,1.3368661088717015,0.7970403685877016,0.1997259628640988,1.8557739631568329,1.685014793274927,-1.0160032542831132,-0.6579887591521256,0.3283484030533088,1.3771460862858278,-0.687080651113198,-1.076987009652479,0.9556880939332444,-0.5791899291737284,-0.5245206154340387,-0.2826369720163063,1.14033927251056,-2.062956519934362,-0.6202481750188077,0.367606421133212,-0.4490810156783245,1.7751822786942535,1.5772231591108097,-0.9077673714241208,0.308667734937224,-0.7057932840463645,1.1228850301817737,-0.5724151830080134,-1.1193129095440408,0.9799372671170667,-1.3807250336935106,-0.3894955065104291,-0.6864294437850652
