ID,DE_CONSUMPTION,DE_FR_EXCHANGE,DE_NET_EXPORT,DE_GAS,DE_COAL,DE_HYDRO,DE_NUCLEAR,DE_SOLAR,DE_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,DE_RAIN,DE_WIND,DE_TEMP,GAS_RET,COAL_RET,CARBON_RET,DE_CONSUMPTION_prev_day,DE_FR_EXCHANGE_prev_day,DE_NET_EXPORT_prev_day,DE_GAS_prev_day,DE_COAL_prev_day,DE_HYDRO_prev_day,DE_NUCLEAR_prev_day,DE_SOLAR_prev_day,DE_WINDPOW_prev_day,DE_LIGNITE_prev_day,DE_RESIDUAL_LOAD_prev_day,DE_RAIN_prev_day,DE_WIND_prev_day,DE_TEMP_prev_day,GAS_RET_prev_day,COAL_RET_prev_day,CARBON_RET_prev_day
0,0.583923144129873,0.7783525419508844,0.9313742571014624,0.8367311962280042,0.2006233417511089,0.0763103211368075,0.7801765522355342,0.3908280494641426,-0.0123850098627909,0.625909824645765,0.2932194434888379,-0.0470326309622202,-0.3707057827050364,-0.4665725835382363,1.6024658063461985,1.5270662167518287,1.7909496366545392,0.5999932105524844,0.1412891322459915,0.6940277228629961,0.9597344485746852,-0.0968407911563948,-0.6023579050562629,0.8041098324435726,0.5002005364309549,0.0665107312651122,0.7909235095054218,0.2001283532978324,-0.0007594432364547,-0.3859346611592404,-1.4617754317366745,-0.4016940837389243,0.7189411329597991,-2.161339587020198
2,0.5481872486414587,-0.1791771516791906,0.5886696311409496,1.0628059104066403,0.2929580678383998,-0.4879602030419142,0.8327733813838282,0.4470862072461316,-0.3293839880809411,0.7229828203128084,0.5295010995496685,-0.274900940189959,-0.2486713490410035,-1.817422295074776,1.5962666813349538,1.409234131937391,0.5933955114227614,0.5999932105524844,0.1412891322459915,0.6940277228629961,0.9597344485746852,-0.0968407911563948,-0.6023579050562629,0.8041098324435726,0.5002005364309549,0.0665107312651122,0.7909235095054218,0.2001283532978324,-0.0007594432364547,-0.3859346611592404,-1.4617754317366745,-0.4016940837389243,0.7189411329597991,-2.161339587020198
3,0.4709070372845547,-0.7070346595703336,0.111880596334805,1.2231173860244753,0.1506197372114076,0.0442378019813604,0.8420459611502933,-0.0530674491698313,-0.4464328403727915,0.707787469810069,0.7389002872571703,-0.6720219602749431,-0.409482278571476,-2.170678195482072,0.1726219429339792,-0.8475453254435145,-0.3133601751225791,0.5481872486414587,-0.1791771516791906,0.5886696311409496,1.0628059104066403,0.2929580678383998,-0.4879602030419142,0.8327733813838282,0.4470862072461316,-0.3293839880809411,0.7229828203128084,0.5295010995496685,-0.274900940189959,-0.2486713490410035,-1.817422295074776,1.5962666813349538,1.409234131937391,0.5933955114227614
4,0.2844468194614854,0.3898064641402197,1.5062908012212255,0.2026926098906999,-0.6658399990647275,-0.7387089891663188,0.1262560578602733,1.431625254770398,0.4655438669548947,0.5001839108970721,-0.6560509258281291,-0.3008830419232352,-0.4444109938614988,-0.795390126542086,-1.9511985462759536,0.2738565363152641,-1.847703316926123,0.4709070372845547,-0.7070346595703336,0.111880596334805,1.2231173860244753,0.1506197372114076,0.0442378019813604,0.8420459611502933,-0.0530674491698313,-0.4464328403727915,0.707787469810069,0.7389002872571703,-0.6720219602749431,-0.409482278571476,-2.170678195482072,0.1726219429339792,-0.8475453254435145,-0.3133601751225791
5,0.551274425624035,0.2267366640990669,1.2053432217202775,0.6372241543647766,-0.7463813974485878,-0.0140758692103615,0.1318634625163451,1.377499005755862,0.6397419441112587,0.2478931537123206,-0.6131433482090243,-0.3476008146328934,-0.5301956802335094,-0.5117598787746018,-0.3078758023941095,0.2259572700295684,-0.4083720079207927,0.2844468194614854,0.3898064641402197,1.5062908012212255,0.2026926098906999,-0.6658399990647275,-0.7387089891663188,0.1262560578602733,1.431625254770398,0.4655438669548947,0.5001839108970721,-0.6560509258281291,-0.3008830419232352,-0.4444109938614988,-0.795390126542086,-1.9511985462759536,0.2738565363152641,-1.847703316926123
8,0.0805845989887665,-0.0161942990120933,0.9698474102518412,-0.4107501953332654,-1.2675830036193956,1.119610503075763,-0.9677256179318136,0.9275549118937996,2.149925885493216,-2.229210749527622,-2.110006412781304,-0.1585415452389554,0.2752057197007502,0.903008496967676,0.0,0.7517427642822159,-0.0960376954525255,0.0941380967309554,-0.5267492794661852,1.0645232760150491,-0.0287463434876395,-1.0161511455934538,-0.5387273991382369,0.019590064262929,1.554578426312675,0.8553179055009276,-0.5391805865871044,-1.1641815560806543,-0.3571402629372823,-0.3533566429900123,0.708057351996805,-1.4725381162191828,-0.6599162652676193,-1.6685851063512245
9,0.223765417546308,-1.487887289119565,-0.825024557997528,-0.4027823081499104,-1.2807665590102857,0.3881169512148975,-0.6616887172611366,1.2035110166529288,1.018207983475344,-1.322564297810522,-1.1090844789947882,-0.0404802290002356,-0.0391532444449832,1.7309983728562055,-2.588255150515999,-0.1500188626834593,-0.3826417454816849,0.0805845989887665,-0.0161942990120933,0.9698474102518412,-0.4107501953332654,-1.2675830036193956,1.119610503075763,-0.9677256179318136,0.9275549118937996,2.149925885493216,-2.229210749527622,-2.110006412781304,-0.1585415452389554,0.2752057197007502,0.903008496967676,0.0,0.7517427642822159,-0.0960376954525255
10,0.2632040647345676,-1.2241541667656182,-1.0935662553010776,0.0580996026254837,-0.958280950799618,1.9202229063785816,-0.5542761139190826,1.2548503926089356,0.1823636020554511,-0.9416019113582816,-0.3659047337799521,-0.1220683067994063,-0.5023430759061843,1.2734285736769797,0.1754729870797335,-0.1391088291242004,0.7453988557543175,0.223765417546308,-1.487887289119565,-0.825024557997528,-0.4027823081499104,-1.2807665590102857,0.3881169512148975,-0.6616887172611366,1.2035110166529288,1.018207983475344,-1.322564297810522,-1.1090844789947882,-0.0404802290002356,-0.0391532444449832,1.7309983728562055,-2.588255150515999,-0.1500188626834593,-0.3826417454816849
12,0.320267996082015,-1.106101369641718,-0.8306742767196347,0.3702999337223844,-0.3212628859789949,1.8915806031755888,-0.5189296246066,-0.1854259079319622,-0.0968371556520193,0.1436419476375905,0.3734352516658411,0.3018024194186727,-0.2764129565861659,-1.0458095162519612,-0.3020944664000883,0.6389905963778306,0.1921464710651407,0.1762095571467044,-1.1927661647315708,-1.878711230804852,0.2206927913912791,-0.6686257005818634,1.7358487989341664,-0.5312826222008886,-0.1047899792361176,-0.0971258000500102,-0.6586019121965329,0.2517519054696875,-0.3916458713228951,-0.2109561292837692,0.6550874327462987,0.7435162088418458,-1.6372821294889126,-0.3915574958717511
13,0.0980207140912622,-1.636719456659124,-1.1254935022993304,0.3362754457752802,-0.3231226433948606,0.9273468989407032,-0.5388531405913022,1.0731370996927587,-0.5734671326787458,-0.0682887222944511,0.2440205113062432,0.0356512767689956,-0.5699965400318902,-0.8174084831165095,0.3037907154541708,-0.106314952983261,-0.2368254287323959,0.320267996082015,-1.106101369641718,-0.8306742767196347,0.3702999337223844,-0.3212628859789949,1.8915806031755888,-0.5189296246066,-0.1854259079319622,-0.0968371556520193,0.1436419476375905,0.3734352516658411,0.3018024194186727,-0.2764129565861659,-1.0458095162519612,-0.3020944664000883,0.6389905963778306,0.1921464710651407
14,0.181137256016934,-0.2163688909314449,0.0287649102385829,-0.0276356683045052,-0.7236210094408771,1.3621267709142777,-0.6205312024531159,0.6479506560333761,0.7999123767128017,-0.9246372392216616,-0.7701502017968567,-0.8564981959130867,-0.1647432412738499,-0.1214436717454714,0.6974927224598294,-1.2975747215704077,0.7828007699607158,0.0980207140912622,-1.636719456659124,-1.1254935022993304,0.3362754457752802,-0.3231226433948606,0.9273468989407032,-0.5388531405913022,1.0731370996927587,-0.5734671326787458,-0.0682887222944511,0.2440205113062432,0.0356512767689956,-0.5699965400318902,-0.8174084831165095,0.3037907154541708,-0.106314952983261,-0.2368254287323959
15,0.2173166133923481,-0.7165336601859006,-0.162479481618169,0.4721480431787135,-0.5613158615366355,1.6386021766820889,-0.57374539880036,0.1285574235670503,0.5074055854454876,-0.6586807589716612,-0.3248584177187136,0.1767666955324549,-0.0316401489744189,-0.8724749687767267,1.856982895420448,0.6493830980044811,0.492940847943365,0.181137256016934,-0.2163688909314449,0.0287649102385829,-0.0276356683045052,-0.7236210094408771,1.3621267709142777,-0.6205312024531159,0.6479506560333761,0.7999123767128017,-0.9246372392216616,-0.7701502017968567,-0.8564981959130867,-0.1647432412738499,-0.1214436717454714,0.6974927224598294,-1.2975747215704077,0.7828007699607158
17,0.4808957837043215,-0.6030673370434296,-0.920045041104121,0.5376215403873932,0.4478136937947448,1.1580289217432505,-0.5337730616989763,0.7716308379387475,-0.7987245110895527,0.4536958522813855,0.793280457020581,-0.6436780048807125,-0.800195324367743,-1.674473471587398,-0.9405199636957348,1.378494464346417,-0.4592666319129388,0.5046768150362002,0.2898169839763563,0.0131978701901773,0.2068214241584384,-0.0239246604846949,0.998352369156506,-0.536769942772147,0.3206551753182401,0.1991286365158089,0.0880738943981208,0.076924043086165,-0.3529861824717406,-0.4106604410418357,-1.8623286975720303,0.0814573152135601,0.1657432633181081,-0.5662560652880484
18,0.5793040079012972,-1.5498590299776462,-0.3975750628915103,0.3284001148571864,-0.1602718967000688,1.4655477818807727,-0.538435456818038,-0.0284047687893575,0.309100969181505,0.3141339064331664,0.1409943928665604,0.0726524597726615,-0.4516138746645621,-1.4341304381547944,0.8303461071940466,0.6315909750293661,0.433843860710773,0.4808957837043215,-0.6030673370434296,-0.920045041104121,0.5376215403873932,0.4478136937947448,1.1580289217432505,-0.5337730616989763,0.7716308379387475,-0.7987245110895527,0.4536958522813855,0.793280457020581,-0.6436780048807125,-0.800195324367743,-1.674473471587398,-0.9405199636957348,1.378494464346417,-0.4592666319129388
